Quantify Compound Summary Report 

Printed Thu Dec 13 08:39:38 2018

Compound 1:  Salicin_2ion

	#	ID	Name	Type	Std. Conc	RT	Area	IS Area	Response	Detection Flags	Conc.	%Dev
33	33	HS Batch 1	SalicortinSTD_100_0711_A	Standard	1.0000	10.26	168	538973	0.000	bb	0.125340	-87.5
34	34	HS Batch 1	BLANK_07112018_C	Blank				156				
35	35	HS Batch 1	TremulacinSTD_0015_0711_A	Standard	0.0000	10.38	238	544691	0.000	bb	0.189992	
36	36	HS Batch 1	TremulacinSTD_003_0711_A	Standard	0.0000	10.45	128	614746	0.000	bb	0.079644	
37	37	HS Batch 1	TremulacinSTD_015_0711_A	Standard	0.0000	10.43	148	650126	0.000	bb	0.087751	
38	38	HS Batch 1	TremulacinSTD_0375_0711_A	Standard	0.0000	10.36	73	590253	0.000	bb	0.045758	
39	39	HS Batch 1	TremulacinSTD_075_0711_A	Standard	0.0000	10.40	261	632565	0.000	bb	0.176275	
40	40	HS Batch 1	TremulacinSTD_100_0711_A	Standard	0.0000	10.33	375	601401	0.001	bb	0.324259	
41	41	HS Batch 1	BLANK_07112018_D	Blank				286				
42	42	HS Batch 1	TremuloidinSTD_0015_0711_A	Standard	0.0000	10.52	131	592642	0.000	bb	0.084922	
43	43	HS Batch 1	TremuloidinSTD_003_0711_A	Standard	0.0000	10.11	191	599975	0.000	bb	0.128508	
44	44	HS Batch 1	TremuloidinSTD_015_0711_A	Standard	0.0000	10.13	190	613942	0.000	bb	0.124148	
45	45	HS Batch 1	TremuloidinSTD_0375_0711_A	Standard	0.0000	10.18	250	614047	0.000	bb	0.173324	

Compound 7:  Tremulacin_2ion

	#	ID	Name	Type	Std. Conc	RT	Area	IS Area	Response	Detection Flags	Conc.	%Dev
1	1	HS Batch 6	HS-5_248_2811_A_repeat	Analyte		16.20	3309023	1262717	2.621	bb	0.297702	
2	2	HS Batch 6	HS-5_266_2811_A_repeat	Analyte		16.18	3234637	1203159	2.688	bb	0.307308	
3	3	HS Batch 6	HS-310_repeat	Analyte		16.17	3611669	1319949	2.736	bb	0.314156	
4	4	HS Batch 6	HS-311_repeat	Analyte		16.18	1546752	1301953	1.188	bb	0.121244	
5	5	HS Batch 6	HS-312_repeat	Analyte		16.18	2072244	1251016	1.656	bb	0.174388	
6	6	HS Batch 6	HS-313_repeat	Analyte		16.18	806308	1301631	0.619	bb	0.061102	
7	7	HS Batch 6	HS-314_repeat	Analyte		16.17	3156345	1318234	2.394	bb	0.266706	
8	8	HS Batch 6	HS-316_repeat	Analyte		16.18	2370238	1318494	1.798	bb	0.191162	
9	9	HS Batch 6	HS-317_repeat	Analyte		16.18	2620669	1359002	1.928	bb	0.207032	
10	10	HS Batch 6	HS-318_repeat	Analyte		16.20	1583044	1488751	1.063	bb	0.107678	
11	11	HS Batch 6	HS-5_248_2811_B_repeat	Analyte		16.18	3501180	1396981	2.506	bb	0.281852	
12	12	HS Batch 6	HS-5_266_2811_B_repeat	Analyte		16.19	3412196	1316357	2.592	bb	0.293726	
13	13	HS Batch 6	HS-319_repeat	Analyte		16.20	706768	1387873	0.509	bb	0.049920	
14	14	HS Batch 6	HS-320_repeat	Analyte		16.20	1026290	1383845	0.742	bb	0.073667	
15	15	HS Batch 6	HS-321_repeat	Analyte		16.20	1861938	1400382	1.330	bb	0.136929	
16	16	HS Batch 6	HS-322_repeat	Analyte		16.20	759342	1408585	0.539	bb	0.052933	
17	17	HS Batch 6	HS-323_repeat	Analyte		16.20	2398239	1348540	1.778	bb	0.188849	
18	18	HS Batch 6	HS-324_repeat	Analyte		16.19	4232293	1347344	3.141	bb	0.375616	
19	19	HS Batch 6	HS-5_248_2811_C_repeat	Analyte		16.19	3536434	1395931	2.533	bb	0.285580	
20	20	HS Batch 6	HS-5_266_2811_C_repeat	Analyte		16.20	3615259	1389439	2.602	bb	0.295096	
21	21	HS Batch 6	BLANK_28112018_B_repeat	Blank		16.26	1210			bb		
22	22	HS Batch 1	BLANK_07112018_A	Blank		16.29	455	119	3.826	bb	0.499119	
23	23	HS Batch 1	SalicinSTD_0015_0711_A	Standard	0.0000	16.29	271	435155	0.001	bb	0.000060	
24	24	HS Batch 1	SalicinSTD_003_0711_A	Standard	0.0000	16.90	275	450292	0.001	bb	0.000058	
25	25	HS Batch 1	SalicinSTD_015_0711_A	Standard	0.0000	16.22	358	467967	0.001	bb	0.000073	
26	26	HS Batch 1	SalicinSTD_0375_0711_A	Standard	0.0000	16.33	63	469299	0.000	bb	0.000013	
27	27	HS Batch 1	BLANK_07112018_B	Blank		15.93	531	50	10.626	bbI		
28	28	HS Batch 1	SalicortinSTD_0015_0711_A	Standard	0.0000	16.70	246	505405	0.000	bb	0.000046	
29	29	HS Batch 1	SalicortinSTD_003_0711_A	Standard	0.0000	16.26	184	526289	0.000	bb	0.000033	
30	30	HS Batch 1	SalicortinSTD_015_0711_A	Standard	0.0000	16.22	383	550080	0.001	bb	0.000066	
31	31	HS Batch 1	SalicortinSTD_0375_0711_A	Standard	0.0000	16.24	96	559202	0.000	bb	0.000016	
32	32	HS Batch 1	SalicortinSTD_075_0711_A	Standard	0.0000	16.18	201	535144	0.000	bb	0.000036	
33	33	HS Batch 1	SalicortinSTD_100_0711_A	Standard	0.0000	16.20	791	538973	0.001	bb	0.000140	
34	34	HS Batch 1	BLANK_07112018_C	Blank		16.97	394	156	2.527	bb	0.284664	
35	35	HS Batch 1	TremulacinSTD_0015_0711_A	Standard	0.0150	16.18	113737	544691	0.209	bb	0.020137	34.2
36	36	HS Batch 1	TremulacinSTD_003_0711_A	Standard	0.0300	16.18	249182	614746	0.405	bb	0.039507	31.7
37	37	HS Batch 1	TremulacinSTD_015_0711_A	Standard	0.1500	16.16	989149	650126	1.521	bb	0.158698	5.8
38	38	HS Batch 1	TremulacinSTD_0375_0711_A	Standard	0.3750	16.15	1753954	590253	2.972	bb	0.349071	-6.9
39	39	HS Batch 1	TremulacinSTD_075_0711_A	Standard	0.7500	16.13	2696603	632565	4.263	bb	0.601397	-19.8
40	40	HS Batch 1	TremulacinSTD_100_0711_A	Standard	1.0000	16.13	3129614	601401	5.204	bbI		-100.0
41	41	HS Batch 1	BLANK_07112018_D	Blank		16.16	763	286	2.669	bb	0.304570	
42	42	HS Batch 1	TremuloidinSTD_0015_0711_A	Standard	0.0000	16.16	2002	592642	0.003	bb	0.000322	
43	43	HS Batch 1	TremuloidinSTD_003_0711_A	Standard	0.0000	16.16	3142	599975	0.005	bb	0.000500	
44	44	HS Batch 1	TremuloidinSTD_015_0711_A	Standard	0.0000	16.15	15069	613942	0.025	bb	0.002344	
45	45	HS Batch 1	TremuloidinSTD_0375_0711_A	Standard	0.0000	16.15	38589	614047	0.063	bb	0.006014	

Compound 8:  d6-SALICYLIC ACID (ISTD)

	#	ID	Name	Type	Std. Conc	RT	Area	IS Area	Response	Detection Flags	Conc.	%Dev
1	1	HS Batch 6	HS-5_248_2811_A_repeat	Analyte	1.0000	8.73	1262717	1262717	1.000	bb	1.000000	0.0
2	2	HS Batch 6	HS-5_266_2811_A_repeat	Analyte	1.0000	8.70	1203159	1203159	1.000	bb	1.000000	0.0
3	3	HS Batch 6	HS-310_repeat	Analyte	1.0000	8.70	1319949	1319949	1.000	bb	1.000000	0.0
4	4	HS Batch 6	HS-311_repeat	Analyte	1.0000	8.70	1301953	1301953	1.000	bb	1.000000	0.0
5	5	HS Batch 6	HS-312_repeat	Analyte	1.0000	8.70	1251016	1251016	1.000	bb	1.000000	0.0
6	6	HS Batch 6	HS-313_repeat	Analyte	1.0000	8.67	1301631	1301631	1.000	bb	1.000000	0.0
7	7	HS Batch 6	HS-314_repeat	Analyte	1.0000	8.68	1318234	1318234	1.000	bb	1.000000	0.0
8	8	HS Batch 6	HS-316_repeat	Analyte	1.0000	8.70	1318494	1318494	1.000	bb	1.000000	0.0
9	9	HS Batch 6	HS-317_repeat	Analyte	1.0000	8.67	1359002	1359002	1.000	bb	1.000000	0.0
10	10	HS Batch 6	HS-318_repeat	Analyte	1.0000	8.68	1488751	1488751	1.000	bb	1.000000	0.0
11	11	HS Batch 6	HS-5_248_2811_B_repeat	Analyte	1.0000	8.70	1396981	1396981	1.000	bb	1.000000	0.0
12	12	HS Batch 6	HS-5_266_2811_B_repeat	Analyte	1.0000	8.70	1316357	1316357	1.000	bb	1.000000	0.0
13	13	HS Batch 6	HS-319_repeat	Analyte	1.0000	8.70	1387873	1387873	1.000	bb	1.000000	0.0
14	14	HS Batch 6	HS-320_repeat	Analyte	1.0000	8.70	1383845	1383845	1.000	bb	1.000000	0.0
15	15	HS Batch 6	HS-321_repeat	Analyte	1.0000	8.70	1400382	1400382	1.000	bb	1.000000	0.0
16	16	HS Batch 6	HS-322_repeat	Analyte	1.0000	8.70	1408585	1408585	1.000	bb	1.000000	0.0
17	17	HS Batch 6	HS-323_repeat	Analyte	1.0000	8.70	1348540	1348540	1.000	bb	1.000000	0.0
18	18	HS Batch 6	HS-324_repeat	Analyte	1.0000	8.70	1347344	1347344	1.000	bb	1.000000	0.0
19	19	HS Batch 6	HS-5_248_2811_C_repeat	Analyte	1.0000	8.70	1395931	1395931	1.000	bb	1.000000	0.0
20	20	HS Batch 6	HS-5_266_2811_C_repeat	Analyte	1.0000	8.70	1389439	1389439	1.000	bb	1.000000	0.0
21	21	HS Batch 6	BLANK_28112018_B_repeat	Blank	1.0000							
22	22	HS Batch 1	BLANK_07112018_A	Blank	1.0000	8.19	119	119	1.000	bb	1.000000	0.0
23	23	HS Batch 1	SalicinSTD_0015_0711_A	Standard	1.0000	8.75	435155	435155	1.000	bb	1.000000	0.0
24	24	HS Batch 1	SalicinSTD_003_0711_A	Standard	1.0000	8.75	450292	450292	1.000	bb	1.000000	0.0
25	25	HS Batch 1	SalicinSTD_015_0711_A	Standard	1.0000	8.75	467967	467967	1.000	bb	1.000000	0.0
26	26	HS Batch 1	SalicinSTD_0375_0711_A	Standard	1.0000	8.75	469299	469299	1.000	bb	1.000000	0.0
27	27	HS Batch 1	BLANK_07112018_B	Blank	1.0000	8.55	50	50	1.000	bb	1.000000	0.0
28	28	HS Batch 1	SalicortinSTD_0015_0711_A	Standard	1.0000	8.73	505405	505405	1.000	bb	1.000000	0.0
29	29	HS Batch 1	SalicortinSTD_003_0711_A	Standard	1.0000	8.70	526289	526289	1.000	bb	1.000000	0.0
30	30	HS Batch 1	SalicortinSTD_015_0711_A	Standard	1.0000	8.70	550080	550080	1.000	bb	1.000000	0.0
31	31	HS Batch 1	SalicortinSTD_0375_0711_A	Standard	1.0000	8.70	559202	559202	1.000	bb	1.000000	0.0
32	32	HS Batch 1	SalicortinSTD_075_0711_A	Standard	1.0000	8.62	535144	535144	1.000	bb	1.000000	0.0
33	33	HS Batch 1	SalicortinSTD_100_0711_A	Standard	1.0000	8.62	538973	538973	1.000	bb	1.000000	0.0
34	34	HS Batch 1	BLANK_07112018_C	Blank	1.0000	9.06	156	156	1.000	bb	1.000000	0.0
35	35	HS Batch 1	TremulacinSTD_0015_0711_A	Standard	1.0000	8.62	544691	544691	1.000	bb	1.000000	0.0
36	36	HS Batch 1	TremulacinSTD_003_0711_A	Standard	1.0000	8.60	614746	614746	1.000	bb	1.000000	0.0
37	37	HS Batch 1	TremulacinSTD_015_0711_A	Standard	1.0000	8.60	650126	650126	1.000	bb	1.000000	0.0
38	38	HS Batch 1	TremulacinSTD_0375_0711_A	Standard	1.0000	8.60	590253	590253	1.000	bb	1.000000	0.0
39	39	HS Batch 1	TremulacinSTD_075_0711_A	Standard	1.0000	8.60	632565	632565	1.000	bb	1.000000	0.0
40	40	HS Batch 1	TremulacinSTD_100_0711_A	Standard	1.0000	8.57	601401	601401	1.000	bb	1.000000	0.0
41	41	HS Batch 1	BLANK_07112018_D	Blank	1.0000	8.75	286	286	1.000	bb	1.000000	0.0
42	42	HS Batch 1	TremuloidinSTD_0015_0711_A	Standard	1.0000	8.60	592642	592642	1.000	bb	1.000000	0.0
43	43	HS Batch 1	TremuloidinSTD_003_0711_A	Standard	1.0000	8.57	599975	599975	1.000	bb	1.000000	0.0
44	44	HS Batch 1	TremuloidinSTD_015_0711_A	Standard	1.0000	8.57	613942	613942	1.000	bb	1.000000	0.0
45	45	HS Batch 1	TremuloidinSTD_0375_0711_A	Standard	1.0000	8.57	614047	614047	1.000	bb	1.000000	0.0

Compound 9:  B-RESORCYLIC ACID (SURROGATE)

	#	ID	Name	Type	Std. Conc	RT	Area	IS Area	Response	Detection Flags	Conc.	%Dev
1	1	HS Batch 6	HS-5_248_2811_A_repeat	Analyte	1.0000	4.88	50963	1262717	0.040	bb	635.965692	63496.6
2	2	HS Batch 6	HS-5_266_2811_A_repeat	Analyte	1.0000	4.88	45174	1203159	0.038	bb	591.627019	59062.7
3	3	HS Batch 6	HS-310_repeat	Analyte	1.0000	4.86	42568	1319949	0.032	bb	508.162739	50716.3
4	4	HS Batch 6	HS-311_repeat	Analyte	1.0000	4.86	39546	1301953	0.030	bb	478.621438	47762.1
5	5	HS Batch 6	HS-312_repeat	Analyte	1.0000	4.86	37417	1251016	0.030	bb	471.289084	47028.9
6	6	HS Batch 6	HS-313_repeat	Analyte	1.0000	4.86	38207	1301631	0.029	bb	462.530090	46153.0
7	7	HS Batch 6	HS-314_repeat	Analyte	1.0000	4.86	39065	1318234	0.030	bb	466.960203	46596.0
8	8	HS Batch 6	HS-316_repeat	Analyte	1.0000	4.86	43864	1318494	0.033	bb	524.217163	52321.7
9	9	HS Batch 6	HS-317_repeat	Analyte	1.0000	4.86	46858	1359002	0.034	bb	543.305969	54230.6
10	10	HS Batch 6	HS-318_repeat	Analyte	1.0000	4.86	46305	1488751	0.031	bb	490.104988	48910.5
11	11	HS Batch 6	HS-5_248_2811_B_repeat	Analyte	1.0000	4.86	46910	1396981	0.034	bb	529.126241	52812.6
12	12	HS Batch 6	HS-5_266_2811_B_repeat	Analyte	1.0000	4.86	41722	1316357	0.032	bb	499.423905	49842.4
13	13	HS Batch 6	HS-319_repeat	Analyte	1.0000	4.86	47334	1387873	0.034	bb	537.407781	53640.8
14	14	HS Batch 6	HS-320_repeat	Analyte	1.0000	4.86	48903	1383845	0.035	bb	556.839245	55583.9
15	15	HS Batch 6	HS-321_repeat	Analyte	1.0000	4.86	52049	1400382	0.037	bb	585.661861	58466.2
16	16	HS Batch 6	HS-322_repeat	Analyte	1.0000	4.88	52572	1408585	0.037	bb	588.107439	58710.7
17	17	HS Batch 6	HS-323_repeat	Analyte	1.0000	4.86	46370	1348540	0.034	bb	541.823740	54082.4
18	18	HS Batch 6	HS-324_repeat	Analyte	1.0000	4.86	48969	1347344	0.036	bb	572.699350	57169.9
19	19	HS Batch 6	HS-5_248_2811_C_repeat	Analyte	1.0000	4.86	50061	1395931	0.036	bb	565.094996	56409.5
20	20	HS Batch 6	HS-5_266_2811_C_repeat	Analyte	1.0000	4.86	47981	1389439	0.035	bb	544.142704	54314.3
21	21	HS Batch 6	BLANK_28112018_B_repeat	Blank	1.0000							
22	22	HS Batch 1	BLANK_07112018_A	Blank	1.0000	4.92	19	119	0.157	bb	2470.104552	246910.5
23	23	HS Batch 1	SalicinSTD_0015_0711_A	Standard	1.0000			435155				
24	24	HS Batch 1	SalicinSTD_003_0711_A	Standard	1.0000	4.94	60	450292	0.000	bb	2.086032	108.6
25	25	HS Batch 1	SalicinSTD_015_0711_A	Standard	1.0000			467967				
26	26	HS Batch 1	SalicinSTD_0375_0711_A	Standard	1.0000	5.00	9	469299	0.000	bb	0.298191	-70.2
27	27	HS Batch 1	BLANK_07112018_B	Blank	1.0000			50				
28	28	HS Batch 1	SalicortinSTD_0015_0711_A	Standard	1.0000	5.00	72	505405	0.000	bb	2.252889	125.3
29	29	HS Batch 1	SalicortinSTD_003_0711_A	Standard	1.0000	4.96	44	526289	0.000	bb	1.328815	32.9
30	30	HS Batch 1	SalicortinSTD_015_0711_A	Standard	1.0000	4.84	12	550080	0.000	bb	0.334722	-66.5
31	31	HS Batch 1	SalicortinSTD_0375_0711_A	Standard	1.0000	4.94	4	559202	0.000	bb	0.112403	-88.8
32	32	HS Batch 1	SalicortinSTD_075_0711_A	Standard	1.0000			535144				
33	33	HS Batch 1	SalicortinSTD_100_0711_A	Standard	1.0000	5.04	75	538973	0.000	bb	2.204171	120.4
34	34	HS Batch 1	BLANK_07112018_C	Blank	1.0000	4.98	57	156	0.364	bb	5739.808184	573880.8
35	35	HS Batch 1	TremulacinSTD_0015_0711_A	Standard	1.0000	5.00	58	544691	0.000	bb	1.686378	68.6
36	36	HS Batch 1	TremulacinSTD_003_0711_A	Standard	1.0000			614746				
37	37	HS Batch 1	TremulacinSTD_015_0711_A	Standard	1.0000			650126				
38	38	HS Batch 1	TremulacinSTD_0375_0711_A	Standard	1.0000			590253				
39	39	HS Batch 1	TremulacinSTD_075_0711_A	Standard	1.0000	4.82	10	632565	0.000	bb	0.255304	-74.5
40	40	HS Batch 1	TremulacinSTD_100_0711_A	Standard	1.0000	4.96	11	601401	0.000	bb	0.294106	-70.6
41	41	HS Batch 1	BLANK_07112018_D	Blank	1.0000			286				
42	42	HS Batch 1	TremuloidinSTD_0015_0711_A	Standard	1.0000			592642				
43	43	HS Batch 1	TremuloidinSTD_003_0711_A	Standard	1.0000	4.86	29	599975	0.000	bb	0.753755	-24.6
44	44	HS Batch 1	TremuloidinSTD_015_0711_A	Standard	1.0000			613942				
45	45	HS Batch 1	TremuloidinSTD_0375_0711_A	Standard	1.0000	5.04	15	614047	0.000	bb	0.393235	-60.7

Compound 10:  putative_2Oacetylsalicort_iso1_2ion

	#	ID	Name	Type	Std. Conc	RT	Area	IS Area	Response	Detection Flags	Conc.	%Dev
1	1	HS Batch 6	HS-5_248_2811_A_repeat	Analyte		8.52	21887	1262717	0.017	bbI		
2	2	HS Batch 6	HS-5_266_2811_A_repeat	Analyte		8.50	21715	1203159	0.018	bbI		
3	3	HS Batch 6	HS-310_repeat	Analyte		8.50	61080	1319949	0.046	bbI		
4	4	HS Batch 6	HS-311_repeat	Analyte		8.50	39785	1301953	0.031	bbI		
5	5	HS Batch 6	HS-312_repeat	Analyte		8.50	29973	1251016	0.024	bbI		
6	6	HS Batch 6	HS-313_repeat	Analyte		8.50	14895	1301631	0.011	bbI		
7	7	HS Batch 6	HS-314_repeat	Analyte		8.50	30403	1318234	0.023	bbI		
8	8	HS Batch 6	HS-316_repeat	Analyte		8.50	35877	1318494	0.027	bbI		
9	9	HS Batch 6	HS-317_repeat	Analyte		8.50	4333	1359002	0.003	bbI		
10	10	HS Batch 6	HS-318_repeat	Analyte		8.50	23090	1488751	0.016	bbI		
11	11	HS Batch 6	HS-5_248_2811_B_repeat	Analyte		8.50	24414	1396981	0.017	bbI		
12	12	HS Batch 6	HS-5_266_2811_B_repeat	Analyte		8.50	23000	1316357	0.017	bbI		
13	13	HS Batch 6	HS-319_repeat	Analyte		8.50	11867	1387873	0.009	bbI		
14	14	HS Batch 6	HS-320_repeat	Analyte		8.50	27920	1383845	0.020	bbI		
15	15	HS Batch 6	HS-321_repeat	Analyte		8.50	3514	1400382	0.003	bbI		
16	16	HS Batch 6	HS-322_repeat	Analyte		8.50	12069	1408585	0.009	bbI		
17	17	HS Batch 6	HS-323_repeat	Analyte		8.50	67266	1348540	0.050	bbI		
18	18	HS Batch 6	HS-324_repeat	Analyte		8.50	31435	1347344	0.023	bbI		
19	19	HS Batch 6	HS-5_248_2811_C_repeat	Analyte		8.50	25541	1395931	0.018	bbI		
20	20	HS Batch 6	HS-5_266_2811_C_repeat	Analyte		8.50	26341	1389439	0.019	bbI		
21	21	HS Batch 6	BLANK_28112018_B_repeat	Blank		8.45	103			bb		
22	22	HS Batch 1	BLANK_07112018_A	Blank				119				
23	23	HS Batch 1	SalicinSTD_0015_0711_A	Standard	0.0000			435155				
24	24	HS Batch 1	SalicinSTD_003_0711_A	Standard	0.0000	8.17	45	450292	0.000	bb	0.055165	
25	25	HS Batch 1	SalicinSTD_015_0711_A	Standard	0.0000	8.36	5	467967	0.000	bb	0.005338	
26	26	HS Batch 1	SalicinSTD_0375_0711_A	Standard	0.0000	8.31	50	469299	0.000	bb	0.058308	
27	27	HS Batch 1	BLANK_07112018_B	Blank		8.40	59	50	1.170	bbI		
28	28	HS Batch 1	SalicortinSTD_0015_0711_A	Standard	0.0000	8.52	5	505405	0.000	bb	0.005170	
29	29	HS Batch 1	SalicortinSTD_003_0711_A	Standard	0.0000	8.70	16	526289	0.000	bb	0.016259	
30	30	HS Batch 1	SalicortinSTD_015_0711_A	Standard	0.0000			550080				
31	31	HS Batch 1	SalicortinSTD_0375_0711_A	Standard	0.0000	8.24	47	559202	0.000	bb	0.046169	
32	32	HS Batch 1	SalicortinSTD_075_0711_A	Standard	0.0000	8.62	116	535144	0.000	bb	0.129285	
33	33	HS Batch 1	SalicortinSTD_100_0711_A	Standard	0.0000	8.57	158	538973	0.000	bb	0.186650	
34	34	HS Batch 1	BLANK_07112018_C	Blank		8.33	60	156	0.385	bbI		
35	35	HS Batch 1	TremulacinSTD_0015_0711_A	Standard	0.0150	8.60	179	544691	0.000	bb	0.216928	1346.2
36	36	HS Batch 1	TremulacinSTD_003_0711_A	Standard	0.0300	8.38	14	614746	0.000	bb	0.011823	-60.6
37	37	HS Batch 1	TremulacinSTD_015_0711_A	Standard	0.1500	8.65	126	650126	0.000	bb	0.113523	-24.3
38	38	HS Batch 1	TremulacinSTD_0375_0711_A	Standard	0.3750	8.55	51	590253	0.000	bb	0.046920	-87.5
39	39	HS Batch 1	TremulacinSTD_075_0711_A	Standard	0.7500	8.57	286	632565	0.000	bb	0.363423	-51.5
40	40	HS Batch 1	TremulacinSTD_100_0711_A	Standard	1.0000	8.57	102	601401	0.000	bb	0.097578	-90.2
41	41	HS Batch 1	BLANK_07112018_D	Blank				286				
42	42	HS Batch 1	TremuloidinSTD_0015_0711_A	Standard	0.0000	8.55	222	592642	0.000	bb	0.260860	
43	43	HS Batch 1	TremuloidinSTD_003_0711_A	Standard	0.0000	8.68	4	599975	0.000	bb	0.003850	
44	44	HS Batch 1	TremuloidinSTD_015_0711_A	Standard	0.0000	8.57	226	613942	0.000	bb	0.254993	
45	45	HS Batch 1	TremuloidinSTD_0375_0711_A	Standard	0.0000	8.60	166	614047	0.000	bb	0.168132	

Compound 11:  putative_2Oacetylsalicort_iso2_2ion

	#	ID	Name	Type	Std. Conc	RT	Area	IS Area	Response	Detection Flags	Conc.	%Dev
1	1	HS Batch 6	HS-5_248_2811_A_repeat	Analyte		9.26	18963	1262717	0.015	bbI		
2	2	HS Batch 6	HS-5_266_2811_A_repeat	Analyte		9.26	16337	1203159	0.014	bbI		
3	3	HS Batch 6	HS-310_repeat	Analyte		9.26	58547	1319949	0.044	bbI		
4	4	HS Batch 6	HS-311_repeat	Analyte		9.24	31266	1301953	0.024	bbI		
5	5	HS Batch 6	HS-312_repeat	Analyte		9.24	19560	1251016	0.016	bbI		
6	6	HS Batch 6	HS-313_repeat	Analyte		9.24	7403	1301631	0.006	bbI		
7	7	HS Batch 6	HS-314_repeat	Analyte		9.24	32062	1318234	0.024	bbI		
8	8	HS Batch 6	HS-316_repeat	Analyte		9.26	30564	1318494	0.023	bbI		
9	9	HS Batch 6	HS-317_repeat	Analyte		9.26	3262	1359002	0.002	bbI		
10	10	HS Batch 6	HS-318_repeat	Analyte		9.26	15136	1488751	0.010	bbI		
11	11	HS Batch 6	HS-5_248_2811_B_repeat	Analyte		9.26	18572	1396981	0.013	bbI		
12	12	HS Batch 6	HS-5_266_2811_B_repeat	Analyte		9.26	20794	1316357	0.016	bbI		
13	13	HS Batch 6	HS-319_repeat	Analyte		9.26	10184	1387873	0.007	bbI		
14	14	HS Batch 6	HS-320_repeat	Analyte		9.26	21200	1383845	0.015	bbI		
15	15	HS Batch 6	HS-321_repeat	Analyte		9.26	3104	1400382	0.002	bbI		
16	16	HS Batch 6	HS-322_repeat	Analyte		9.26	11898	1408585	0.008	bbI		
17	17	HS Batch 6	HS-323_repeat	Analyte		9.26	46371	1348540	0.034	bbI		
18	18	HS Batch 6	HS-324_repeat	Analyte		9.26	29894	1347344	0.022	bbI		
19	19	HS Batch 6	HS-5_248_2811_C_repeat	Analyte		9.26	22223	1395931	0.016	bbI		
20	20	HS Batch 6	HS-5_266_2811_C_repeat	Analyte		9.26	23833	1389439	0.017	bbI		
21	21	HS Batch 6	BLANK_28112018_B_repeat	Blank								
22	22	HS Batch 1	BLANK_07112018_A	Blank		9.26	9	119	0.079	bbI		
23	23	HS Batch 1	SalicinSTD_0015_0711_A	Standard	0.0000			435155				
24	24	HS Batch 1	SalicinSTD_003_0711_A	Standard	0.0000	9.11	31	450292	0.000	bb	0.041866	
25	25	HS Batch 1	SalicinSTD_015_0711_A	Standard	0.0000			467967				
26	26	HS Batch 1	SalicinSTD_0375_0711_A	Standard	0.0000			469299				
27	27	HS Batch 1	BLANK_07112018_B	Blank		9.01	6	50	0.121	bbI		
28	28	HS Batch 1	SalicortinSTD_0015_0711_A	Standard	0.0000	9.31	95	505405	0.000	bb	0.135677	
29	29	HS Batch 1	SalicortinSTD_003_0711_A	Standard	0.0000	9.37	87	526289	0.000	bb	0.115865	
30	30	HS Batch 1	SalicortinSTD_015_0711_A	Standard	0.0000	9.39	4	550080	0.000	bb	0.004321	
31	31	HS Batch 1	SalicortinSTD_0375_0711_A	Standard	0.0000	8.98	8	559202	0.000	bb	0.008088	
32	32	HS Batch 1	SalicortinSTD_075_0711_A	Standard	0.0000			535144				
33	33	HS Batch 1	SalicortinSTD_100_0711_A	Standard	0.0000	9.19	6	538973	0.000	bb	0.006694	
34	34	HS Batch 1	BLANK_07112018_C	Blank		9.44	13	156	0.083	bbI		
35	35	HS Batch 1	TremulacinSTD_0015_0711_A	Standard	0.0150			544691				
36	36	HS Batch 1	TremulacinSTD_003_0711_A	Standard	0.0300	9.42	183	614746	0.000	bbI		-100.0
37	37	HS Batch 1	TremulacinSTD_015_0711_A	Standard	0.1500	9.47	44	650126	0.000	bb	0.041247	-72.5
38	38	HS Batch 1	TremulacinSTD_0375_0711_A	Standard	0.3750	9.54	18	590253	0.000	bb	0.018521	-95.1
39	39	HS Batch 1	TremulacinSTD_075_0711_A	Standard	0.7500	9.29	10	632565	0.000	bb	0.009464	-98.7
40	40	HS Batch 1	TremulacinSTD_100_0711_A	Standard	1.0000			601401				
41	41	HS Batch 1	BLANK_07112018_D	Blank		9.24	12	286	0.043	bbI		
42	42	HS Batch 1	TremuloidinSTD_0015_0711_A	Standard	0.0000	9.39	12	592642	0.000	bb	0.011992	
43	43	HS Batch 1	TremuloidinSTD_003_0711_A	Standard	0.0000	9.42	10	599975	0.000	bb	0.010143	
44	44	HS Batch 1	TremuloidinSTD_015_0711_A	Standard	0.0000	9.52	21	613942	0.000	bb	0.020057	
45	45	HS Batch 1	TremuloidinSTD_0375_0711_A	Standard	0.0000	9.11	224	614047	0.000	bbI		

